Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
^u	u	un, ui	angamikohima, chokri, manipuri, aomongsen, jingpho, burmesewritten, maring, chang, lushai, yachamtengsa, konyak, puiron, angamikhonoma, mikir, nruanghmei, wancho, phom, dimasa, sangtam, ntenyi, zeme, aochungli, khoirao, rengma, tangsamoshang, sema	199	U+005e U+0075
h$	h	kündih, shah	lushai, liangmai, nruanghmei, phom, sema, chang, dimasa, aomongsen, jingpho, mikir, rengma, tangsamoshang, yimchungru, mzieme, konyak, puiron, aochungli, wancho	182	U+0068 U+0024
ṅ$	ŋ	chaṅ, saṅ	burmesewritten, tibetanwritten	178	U+1e45 U+0024
f	f	pfü, pfo	angamikohima, mao, ntenyi, lotha, sema, angamikhonoma, rengma, tangkhul, kezhama, lushai, meluri, dimasa, sangtam	170	U+0066
zh	ʒ	kemezhie, pezhü	sema, mao, angamikhonoma, angamikohima, chokri, rengma, yimchungru, ntenyi, kezhama, lotha, sangtam	132	U+007a U+0068
ṅ	ŋ	rkaṅ◦pa, druṅdu	tibetanwritten, burmesewritten, mikir	116	U+1e45
d$	d	skad, skyod	tibetanwritten, liangmai, nruanghmei, mikir, burmesewritten, wancho	103	U+0064 U+0024
c	cç	bcu-gcig, gcog	burmesewritten, tibetanwritten, nruanghmei, kezhama, mikir, angamikohima, sema	88	U+0063
gs	gs	mangsügh, ingsu	tibetanwritten, mikir, chang, jingpho, sangtam, manipuri, lotha, nruanghmei, ntenyi, dimasa, aochungli, aomongsen, liangmai, puiron, tangkhul, tangsayogli, wancho, tangsamoshang	83	U+0067 U+0073
^mh	m̥	mha, mho	angamikohima, lotha, angamikhonoma, burmesewritten, chokri, rengma, jingpho, maram, dimasa, mao	77	U+005e U+006d U+0068
mh	m̥	pe◦mhe, a◦mhi	lotha, burmesewritten, angamikohima, angamikhonoma, nruanghmei, sema, manipuri, rengma, chokri, jingpho, mikir, kezhama, liangmai, phom, ntenyi, mzieme, khoirao	74	U+006d U+0068
â	â	hâl, hnâr	lushai, wancho, manipuri	72	U+00e2
^c	cç	ci, ca◦kā:	burmesewritten, nruanghmei, tibetanwritten, zeme, lushai, mao	71	U+005e U+0063
rh	r̥	kerhü, dzürhedu	angamikohima, angamikhonoma, rengma, burmesewritten, meluri, chokri, yimchungru, mikir, lotha, dimasa, lushai, aomongsen	70	U+0072 U+0068
nn	nː	kalinnu, shennyak	puiron, manipuri, jingpho, zeme, phom, lushai, lotha, nruanghmei, liangmai, tangkhul, nocte, rengma, mzieme, konyak, chang, tibetanwritten, aochungli, tangsayogli, aomongsen	69	U+006e U+006e
w$	w	tsaw, baw	jingpho, lushai, angamikhonoma, liangmai, mikir, konyak, dimasa, aomongsen, khoirao, mao	67	U+0077 U+0024
üs	ə s	küsive, chüsi	chokri, angamikohima, sangtam, sema, yimchungru, mao, ntenyi, angamikhonoma, mzieme, aomongsen, rengma, lotha, aochungli, nruanghmei, meluri	65	U+00fc U+0073
nh	n̥	nulanhie, a◦ou◦nhye	sema, burmesewritten, jingpho, angamikohima, angamikhonoma, rengma, lushai, nruanghmei, kezhama, chokri, manipuri, aomongsen, mzieme, konyak, phom, dimasa, tangkhul, liangmai, tibetanwritten, lotha, puiron, nocte	64	U+006e U+0068
gw	gʷ	chungwa, n'ngwagwang	mzieme, rengma, lotha, jingpho, ntenyi, angamikhonoma, kezhama, liangmai, aochungli, konyak, chokri, burmesewritten, nruanghmei, angamikohima, sangtam, tangsayogli, aomongsen, maring, tangsamoshang	60	U+0067 U+0077
ā:$	āː	swā:, ṅā:	burmesewritten	56	U+0101 U+003a U+0024
chh	cçʰ h	e◦chhü, chichhim	lotha, lushai, yimchungru, angamikohima, aomongsen	55	U+0063 U+0068 U+0068
kw	kʷ	chakwang, a◦kwi◦tewa	angamikhonoma, sema, mzieme, meluri, liangmai, aomongsen, puiron, burmesewritten, ntenyi, konyak, chang, lotha, tangsamoshang, chokri, maring	55	U+006b U+0077
0	NULL	bhai.nhaykron.lai, nui.cui.kale:	burmesewritten, lotha, mikir, tibetanwritten, lushai, angamikohima	54	U+002e
gg	g g	langgai, nggawnggawk	zeme, nruanghmei, jingpho, mzieme, rengma, maram, khoirao, manipuri, konyak, dimasa, tangkhul, meluri	50	U+0067 U+0067
âw	ɔ:	lâwn, lei◦lâwn	lushai	50	U+00e2 U+0077
ṅ:$	ŋ:	laṅ:, toṅ:	burmesewritten	50	U+1e45 U+003a U+0024
^ths	tʰs	thsa, thsü	sangtam, tibetanwritten, yimchungru	48	U+005e U+0074 U+0068 U+0073
^chh	c h	chhü, chho	lushai, angamikohima, yimchungru, lotha, manipuri	47	U+005e U+0063 U+0068 U+0068
ā$	ā	anā, mayā	burmesewritten	46	U+0101 U+0024
ks	ks	haksi, koksing	chang, aochungli, mikir, puiron, burmesewritten, maring, zeme, liangmai, konyak, maram, tangsamoshang, jingpho, manipuri, ntenyi, lotha, lushai, nruanghmei, tangsayogli, wancho, khoirao	46	U+006b U+0073
ns	ns	nyensang, pinso	mikir, rengma, chang, tangsamoshang, liangmai, jingpho, manipuri, dimasa, puiron, aochungli, nruanghmei, wancho, zeme, lotha, tibetanwritten, maram, burmesewritten, lushai, tangkhul, aomongsen, maring	46	U+006e U+0073
b$	b	rgyab, 'bab	tibetanwritten, chang, liangmai, lotha, manipuri	44	U+0062 U+0024
gsh	gsh	angshu, yingshü	phom, konyak, chang, sangtam, lotha, aochungli, ntenyi, manipuri, tangsamoshang, tangkhul, sema, yachamtengsa, tangsayogli, wancho	44	U+0067 U+0073 U+0068
^f	f	fü, fa	lushai, sangtam, mao, sema, rengma, yimchungru, tangkhul	43	U+005e U+0066
i:$	iː	thui:, amyui:	burmesewritten, mao	42	U+0069 U+003a U+0024
e:$	eː	le:, swe:	burmesewritten	42	U+0065 U+003a U+0024
^ü	u	üng, ümi	konyak, phom, aomongsen, chang, angamikohima, yimchungru, ntenyi	42	U+005e U+00fc
lh	lh	telha, tilhau	sema, angamikohima, angamikhonoma, burmesewritten, manipuri, lotha, lushai, yachamtengsa, maram, puiron, chokri, nruanghmei, khoirao	41	U+006c U+0068
^nh	nh	nha, -nha	burmesewritten, angamikhonoma, kezhama, chokri, jingpho, angamikohima, khoirao, lotha, sema	40	U+005e U+006e U+0068
û	uː	tûr, chhût	lushai	40	U+00fb
ths	tʰs	a◦thsa, ham◦thse	sangtam, tibetanwritten, yimchungru, jingpho, rengma	40	U+0074 U+0068 U+0073
^gh	gh	gho, ghaka	ntenyi, sangtam, sema, rengma, phom, manipuri, dimasa, puiron, khoirao	39	U+005e U+0067 U+0068
^zh	zh	zhü, zhi	mao, yimchungru, angamikohima, angamikhonoma, ntenyi, sema, chokri, rengma, lotha	36	U+005e U+007a U+0068
ê	ê	khawvêl, chhêm	lushai, manipuri	36	U+00ea
üh	ə h	nyüha, fühe	phom, chokri, chang, mao, rengma, lotha, nruanghmei, angamikohima, angamikhonoma, mzieme, konyak, yimchungru, sema	36	U+00fc U+0068
^kw	kʷ	kwa, kwak	angamikhonoma, mzieme, ntenyi, puiron, aochungli, burmesewritten, liangmai, manipuri, sema, rengma, tangkhul, tangsayogli, aomongsen	36	U+005e U+006b U+0077
kk	kk	kakka, tepuokdak-ki	tangkhul, mzieme, burmesewritten, chang, mikir, konyak, sema, nocte, manipuri, maram, aochungli, nruanghmei, meluri	35	U+006b U+006b
_	_	ndri. ezü, semes ki	tibetanwritten, lotha, tangkhul, aomongsen, mikir, angamikhonoma, yimchungru, aochungli, burmesewritten, jingpho, chang, puiron, chokri, lushai, angamikohima, maring, khoirao, mao	35	U+005f
gh$	gh	ngügh, mangsügh	chang, nruanghmei, liangmai	32	U+0067 U+0068 U+0024
rr	rr	o◦rrü, mhorrü-terruwo	lotha, meluri, mikir, rengma, sangtam, tangkhul	32	U+0072 U+0072
ms	ms	kumsa, khyimsa	sema, chang, tibetanwritten, jingpho, zeme, manipuri, burmesewritten, lushai, sangtam, tangkhul, aomongsen, mikir, mzieme, maram, dimasa, puiron	32	U+006d U+0073
^nn	nn	nna, nni	zeme, rengma, lotha, liangmai, mzieme, nruanghmei, jingpho, mikir	31	U+005e U+006e U+006e
^lh	lh	lhako, lham	burmesewritten, angamikhonoma, sema, chokri, tibetanwritten, angamikohima, kezhama	30	U+005e U+006c U+0068
mm	m m	karim-maipung, ting◦simme	nruanghmei, zeme, lotha, burmesewritten, wancho, yachamtengsa, liangmai, mikir, chang, manipuri, mzieme, dimasa, lushai, aomongsen, khoirao, sema	29	U+006d U+006d
s$	s	gos, ʃes	tibetanwritten, dimasa, chokri	29	U+0073 U+0024
^rh	rh	rhi, rho	burmesewritten, angamikhonoma, yimchungru, rengma, angamikohima, kezhama, lotha, chokri	28	U+005e U+0072 U+0068
gs$	gs	'dogs, 'bigs	tibetanwritten	28	U+0067 U+0073 U+0024
ñ	ɲ	tatuiṅ:tapraññsā, taṁmrakcaññ:	burmesewritten, tibetanwritten	28	U+00f1
ññ$	ññ	khyaññ, rhaññ	burmesewritten	28	U+00f1 U+00f1 U+0024
y$	y	kyay, ṅay	burmesewritten	27	U+0079 U+0024
üsh	ə ʃ	shüshü, kwüshe◦tüza	yimchungru, ntenyi, angamikhonoma, rengma, sangtam, phom, aomongsen, chang, konyak, chokri, angamikohima, meluri, sema	27	U+00fc U+0073 U+0068
aa	aː	te◦ra-a◦khat, ta-ake	aochungli, ntenyi, chang, yimchungru, tangkhul, aomongsen, jingpho, angamikhonoma, tibetanwritten, dimasa, nruanghmei, sangtam, meluri, tangsamoshang	26	U+0061 U+0061
^ns	ns	nsa, nsü	rengma, lotha, zeme, jingpho, liangmai, nruanghmei	26	U+005e U+006e U+0073
^'d	d	'dug, 'dogs	tibetanwritten	25	U+005e U+0027 U+0064
^khw	khw	khwü, khwen	burmesewritten, chokri, chang, manipuri, rengma, jingpho, liangmai, sema	25	U+005e U+006b U+0068 U+0077
c$	c	prac, phrac	burmesewritten	25	U+0063 U+0024
ī:$	īː	putī:, krī:	burmesewritten	24	U+012b U+003a U+0024
khw	khw	akhwo, akhwe	burmesewritten, ntenyi, chokri, sema, meluri, liangmai	24	U+006b U+0068 U+0077
^gw	gw	gwang, gwi	rengma, mzieme, nruanghmei, jingpho, ntenyi, angamikhonoma, yimchungru, angamikohima, sema	23	U+005e U+0067 U+0077
ū$	ū	lū, phrū	burmesewritten, chang	23	U+016b U+0024
î	î	tîr, hîp	lushai	23	U+00ee
^i$	i	i, -i	konyak, manipuri, lotha, yachamtengsa, zeme, mikir, sangtam, liangmai, phom, mzieme, chokri, yimchungru	23	U+005e U+0069 U+0024
^ṅ	ŋ	ṅā:, ṅay	tibetanwritten, burmesewritten	23	U+005e U+1e45
^ɣ	ɣ	ɣnam, ɣcigtu	tibetanwritten	22	U+005e U+0263
^'kh	kʰ	'khyog, 'khyer	tibetanwritten	21	U+005e U+0027 U+006b U+0068
ṁ$	ṁ	khruṁ, khwaṁ	burmesewritten	21	U+1e41 U+0024
ll	ll	kellum, allokesah	sema, manipuri, zeme, lushai, liangmai, mikir, lotha, maram, dimasa, aochungli, tangkhul	21	U+006c U+006c
m:$	mː	nam:, cim:	burmesewritten	21	U+006d U+003a U+0024
ksh	k ʃ	yashiksha, nükshi	tangsamoshang, chang, konyak, tangkhul, wancho, phom, tangsayogli, aomongsen, maring	20	U+006b U+0073 U+0068
^a$	a	a, -a	rengma, konyak, meluri, sema, zeme, phom, chang, ntenyi, angamikhonoma, lotha, tangsamoshang, burmesewritten, nruanghmei, tangkhul, angamikohima, maring	20	U+005e U+0061 U+0024
^'g	g	'grags, 'grul	tibetanwritten	19	U+005e U+0027 U+0067
rw	rw	krwak, carwak	burmesewritten, liangmai, jingpho, maring, mzieme	19	U+0072 U+0077
n:$	nː	twan:, tuin:	burmesewritten	18	U+006e U+003a U+0024
^'b	b	'bud, 'bab	tibetanwritten	18	U+005e U+0027 U+0062
^ʃ	ʃ	ʃiṅ, ʃes	tibetanwritten	18	U+005e U+0283
ā:	āː	phyā:tū, taṅ◦pā:◦rui:	burmesewritten	18	U+0101 U+003a
^bh	bh	bhurā:, bherü	burmesewritten, yimchungru, sema	17	U+005e U+0062 U+0068
ṅ:	ŋ:	saṅ:khyuiṅ:twaṅ:, khoṅ:um̊:	burmesewritten	17	U+1e45 U+003a
ā	ā	nālaññ, ṅātui	burmesewritten	17	U+0101
msh	m ʃ	, atsawmsha	phom, konyak, jingpho, aochungli, aomongsen, ntenyi, tangkhul, wancho, khoirao, sema	17	U+006d U+0073 U+0068
^ñ	ɲ	ñid, ñal	tibetanwritten, burmesewritten	16	U+005e U+00f1
ii	iː	vawiin, si-i-abang	lotha, mikir, nocte, yimchungru, zeme, phom, chang, lushai, khoirao	16	U+0069 U+0069
^sw	sw	swā:, swe:	burmesewritten, wancho, rengma, liangmai, mzieme, aochungli	15	U+005e U+0073 U+0077
mw	mw	sumwe, kemwe	burmesewritten, jingpho, lotha, zeme, ntenyi, mzieme, maram, maring	15	U+006d U+0077
pp	p p	upprā:, khüppü-khongpü	chang, phom, manipuri, burmesewritten, liangmai, mzieme, maram, nocte, tangsamoshang	15	U+0070 U+0070
ii$	iː	besui-i, tsai-i	lotha, yimchungru, mikir, sema, zeme	15	U+0069 U+0069 U+0024
nsh	n ʃ	hanshi, kenshe	tangkhul, rengma, jingpho, phom, aochungli, nocte	13	U+006e U+0073 U+0068
aa$	aː	pa-a, paa	yimchungru, sema, konyak	13	U+0061 U+0061 U+0024
tt	tt	zette, yütti	chang, manipuri, mzieme, yachamtengsa, zeme, lushai, sangtam, maring	13	U+0074 U+0074
^nsh	nsh	nsha, nshau	lotha, rengma, jingpho, liangmai, ntenyi	13	U+005e U+006e U+0073 U+0068
^'j	j	'jug, 'jimpa	tibetanwritten	12	U+005e U+0027 U+006a
ʔ$	ʔ	ʔyuʔ, kü◦saʔ	sangtam, jingpho, meluri, dimasa, manipuri	12	U+0294 U+0024
ps	ps	yapsu, bapso	mikir, kezhama, yimchungru, ntenyi, nruanghmei, sangtam, aomongsen, wancho	12	U+0070 U+0073
ū:$	ūː	cū:, rū:	burmesewritten	11	U+016b U+003a U+0024
'a	a	la'angha, ma'ah	ntenyi, phom, jingpho, puiron	11	U+0027 U+0061
m:	mː	wam:◦bhai, cham:khai	burmesewritten, liangmai	11	U+006d U+003a
^o$	o	o, -o	aochungli, phom, mikir, chang, lotha, konyak, maram, burmesewritten	11	U+005e U+006f U+0024
ū	ū	sūnay-lūkale:, kyūpaṅ	burmesewritten, rengma	11	U+016b
i:	iː	tui:tui:pro, pui:◦koṅ	burmesewritten	11	U+0069 U+003a
ññ	ɲː	taññmhā, kyaññce.	burmesewritten	10	U+00f1 U+00f1
ê$	ê	tê, dê	lushai	10	U+00ea U+0024
^'th	tʰ	'thag, 'thoṅ	tibetanwritten	10	U+005e U+0027 U+0074 U+0068
^lw	lw	lwaṅ, lwatlap	burmesewritten, jingpho, liangmai, mzieme	10	U+005e U+006c U+0077
pw	pw	apwe:, rui◦pwai	liangmai, burmesewritten, mzieme, rengma	10	U+0070 U+0077
^mm	mm	mmi, mmvü	liangmai, ntenyi, lotha, nruanghmei, rengma, mzieme	10	U+005e U+006d U+006d
ṁ	<?>	taṁ◦thoṅ◦chae, nhaṁkoṅ	burmesewritten	10	U+1e41
rh$	rh	e̊rh, fênarh	lushai, yachamtengsa, dimasa	10	U+0072 U+0068 U+0024
'n	n	n'nyi, n'ngwalu	mzieme, ntenyi	10	U+0027 U+006e
üw	ə w	ketsüwa, apfüwa	ntenyi, mao, angamikhonoma, lotha, sema, angamikohima, aomongsen	10	U+00fc U+0077
nh$	nh	puanh, nrienh	liangmai, nruanghmei	10	U+006e U+0068 U+0024
lw	lw	shalwisi, delwe	jingpho, burmesewritten, mzieme, liangmai, rengma	10	U+006c U+0077
^hs	hs	hsan, hsuthsu	jingpho	10	U+005e U+0068 U+0073
ī$	ī	ta-wī, chī	burmesewritten	10	U+012b U+0024
tw	tw	khutwum, re◦twaṅ:	burmesewritten, jingpho, maring, konyak, wancho	9	U+0074 U+0077
^'ths	tʰs	'thsol, 'thso	tibetanwritten	9	U+005e U+0027 U+0074 U+0068 U+0073
^ʒ	ʒ	ʒaṅpo, ʒu◦ba	tibetanwritten	9	U+005e U+0292
^e$	e	e, -e	phom, zeme, rengma, lotha, maram, nruanghmei	9	U+005e U+0065 U+0024
lh$	lh	hrilh, pelh	lushai	9	U+006c U+0068 U+0024
ñ:$	ɲː	naññ:, lhaññ:	burmesewritten	9	U+00f1 U+003a U+0024
wh	wh	gawhtawn, chawhma	lushai, jingpho, rengma, mzieme	9	U+0077 U+0068
^ññ	ɲː	ññi, ññaññ.	burmesewritten	9	U+005e U+00f1 U+00f1
e:	eː	re:◦sā:, me:ce	burmesewritten	9	U+0065 U+003a
'$	ˈ	khamüsui', jeih'	nruanghmei, sangtam, dimasa, meluri	9	U+0027 U+0024
ī:	īː	mī:◦khui:, kyī:◦kan:	burmesewritten	9	U+012b U+003a
nw	nw	yanwoiba, minwe	burmesewritten, liangmai, ntenyi, rengma, konyak, khoirao, tangsamoshang	8	U+006e U+0077
^tw	tw	twan:, twaṅ	burmesewritten, mzieme	8	U+005e U+0074 U+0077
^t̥h	t̥h	t̥hang, t̥hi	lushai	8	U+005e U+0074 U+0325 U+0068
bh	bh	a◦bhui:, wam:◦bhai	burmesewritten, manipuri	8	U+0062 U+0068
bs$	bs	thole'debs, 'debs	tibetanwritten	8	U+0062 U+0073 U+0024
^shw	sh w	shwen, shwako	wancho, rengma	7	U+005e U+0073 U+0068 U+0077
ṅs$	ŋ s	kluṅs, zaṅs	tibetanwritten	7	U+1e45 U+0073 U+0024
^'o	ˈo	'on◦pa, 'o◦ma	tibetanwritten	7	U+005e U+0027 U+006f
^pw	pw	pwat, pwā:	burmesewritten, mzieme, liangmai	7	U+005e U+0070 U+0077
a̱$	a̠	kha◦ma◦ka◦za̱, pheimacha̱	tangkhul	7	U+0061 U+0331 U+0024
^t̥	t̥	t̥awng, t̥âwn	lushai	7	U+005e U+0074 U+0325
hs	hs	n◦hsen, kahsup	jingpho, lushai, liangmai	7	U+0068 U+0073
^nw	nw	nwā:, nwā:◦thī:	burmesewritten, lushai, mzieme	7	U+005e U+006e U+0077
'b	b	thsaga'bu, n◦'bia	tibetanwritten, mzieme	6	U+0027 U+0062
uu$	uː	amuu, phu-u	sema, yimchungru, konyak, angamikohima, ntenyi	6	U+0075 U+0075 U+0024
m̊$	m̥	akhwam̊, krum̊	burmesewritten	6	U+006d U+030a U+0024
rs	rs	chersonat, dârsen	mikir, tibetanwritten, lushai, tangkhul	6	U+0072 U+0073
^'ch	ch	'chor, 'chos	tibetanwritten	6	U+005e U+0027 U+0063 U+0068
N$	N	aloN, thaN	tibetanwritten, burmesewritten	6	U+004e U+0024
tsh	tsh	changatshi, shochetshou	chang, jingpho, sema, phom, aomongsen	6	U+0074 U+0073 U+0068
oo	oː	mo-ot, oto-omu	nocte, jingpho, lotha, konyak, mao	6	U+006f U+006f
mh$	m̥	saramh, chalimh	nruanghmei, liangmai	6	U+006d U+0068 U+0024
ms$	m s	sems, khrims	tibetanwritten	5	U+006d U+0073 U+0024
m̊	m̥	tam̊pui:, nam̊nwaṅ:	burmesewritten, tibetanwritten	5	U+006d U+030a
ss	ss	skyessdoṅ, assü	tibetanwritten, lotha, ntenyi, sema	5	U+0073 U+0073
ī	ī	imnī-khyaṅ:, sīkhraṅ:chui	burmesewritten	5	U+012b
n:	nː	min:kale:, rakkan:caṅ	burmesewritten	5	U+006e U+003a
^u$	u	u	manipuri, jingpho, sema	5	U+005e U+0075 U+0024
dh	dh	lho◦bdhi, acheku-bidhi	sema, phom	5	U+0064 U+0068
ṁ:$	m̥:	suṅaykhyaṁ:, achuṁ:	burmesewritten	5	U+1e41 U+003a U+0024
wh$	wh	hlawh, hnathawh	lushai	5	U+0077 U+0068 U+0024
fh	fh	o◦pfhu, o◦fhu	lotha	5	U+0066 U+0068
^'ph	pʰ	'phur, 'phog	tibetanwritten	5	U+005e U+0027 U+0070 U+0068
^rw	rw	rwā, rwe:	burmesewritten, tibetanwritten	5	U+005e U+0072 U+0077
^ɣs	ɣs	ɣsol, ɣser	tibetanwritten	5	U+005e U+0263 U+0073
'm	ˈm	jingh'mei, rümh'me	nruanghmei, mzieme, sema	5	U+0027 U+006d
dw	dw	wadwe, lwidwi	jingpho	4	U+0064 U+0077
oo$	oː	ɣyogoo, koo	tibetanwritten, sema, mao	4	U+006f U+006f U+0024
bs	bs	rtsibs-ma, 'jibs-pa	tibetanwritten, dimasa	4	U+0062 U+0073
ee	eː	rosun-keer, meekuh	lotha, mikir, chang	4	U+0065 U+0065
^chw	chw	chwi, chwai	rengma, jingpho, burmesewritten	4	U+005e U+0063 U+0068 U+0077
?$	ʔ	lapheis?, dikl?	lushai, tangkhul, dimasa, chang	4	U+003f U+0024
^ṅh	ŋ̥	ṅhak◦mwe:, ṅhak	burmesewritten	4	U+005e U+1e45 U+0068
üü	əː	a◦wüü-a◦tsü, kü-üpü	angamikohima, ntenyi, yimchungru	4	U+00fc U+00fc
m̊:$	m̥ː	sum̊:, khoṅ:um̊:	burmesewritten	4	U+006d U+030a U+003a U+0024
sw	sw	paswang, krak◦swan	burmesewritten, angamikhonoma, liangmai	4	U+0073 U+0077
ô$	ô	thômô, lhyô	burmesewritten	4	U+00f4 U+0024
chw	chw	yhüka-kechwi, nchwam	rengma, burmesewritten, liangmai	4	U+0063 U+0068 U+0077
^dh	dh	dhanyavad-tou, dhā:lway	burmesewritten, mikir, chang, manipuri	4	U+005e U+0064 U+0068
^mw	mw	mwam:, mwe:	burmesewritten, jingpho	3	U+005e U+006d U+0077
a̱	a̠	phar◦rei◦kaza̱-a, na̱◦mang	tangkhul	3	U+0061 U+0331
tsw	tsw	betswe, mtswa	angamikhonoma, tibetanwritten, mzieme	3	U+0074 U+0073 U+0077
gh:	ghː	muigh:pwaṅ., muigh:◦khrui:◦khraṅ:	burmesewritten	3	U+0067 U+0068 U+003a
ɣ	ɣ	rgyaɣzeb, bka ɣnaṅ	tibetanwritten	3	U+0263
^bʒ	bʒ	bʒugs, bʒi-bcu	tibetanwritten	3	U+005e U+0062 U+0292
â$	aː	kâ, mi-â	lushai	3	U+00e2 U+0024
^thw	th w	thwankhrac, thwe:	burmesewritten, maring	3	U+005e U+0074 U+0068 U+0077
thw	th w	aroṅthwak, tathwak	burmesewritten, liangmai	3	U+0074 U+0068 U+0077
N	N	ldaN◦ba, gyoNpo	tibetanwritten	3	U+004e
ṅs	ŋ̥ s	kheṅs-pa, groṅs-po	tibetanwritten	3	U+1e45 U+0073
ṅʼ$	ŋ̥ˈ	phwaṅʼ, khyīpaṅʼ	burmesewritten	3	U+1e45 U+02bc U+0024
^ū:	ūː	ū:◦khrui, ū:thup	burmesewritten	3	U+005e U+016b U+003a
z$	z	mez, berkz	tibetanwritten, mikir, chokri	3	U+007a U+0024
C	C	raiCi, -peCung	tangkhul, zeme	3	U+0043
hsh	h ʃ	ahshi, shahshem	phom	3	U+0068 U+0073 U+0068
bw	bw	nyunkebwe, te◦bwa	rengma	3	U+0062 U+0077
^üsh	ə ʃ	üshei, üshoi	konyak	3	U+005e U+00fc U+0073 U+0068
^â	â	ârâwnpa, ânchhelawh	lushai	3	U+005e U+00e2
ʃ	ʃ	'dreʃig, khyiʃig	tibetanwritten	3	U+0283
'd	d	thsoṅ'dus, thole'debs	tibetanwritten	3	U+0027 U+0064
t̥h	t̥h	ukkat̥ha, vêngtet̥henawm	lushai, burmesewritten	3	U+0074 U+0325 U+0068
^ê	ê	êng, êk	lushai	3	U+005e U+00ea
^âw	âw	âwmlo, âwm	lushai	3	U+005e U+00e2 U+0077
^wh	wh	whatsü, whü	rengma, angamikohima	3	U+005e U+0077 U+0068
oʼ$	oˈ	poʼ, soʼ	burmesewritten	2	U+006f U+02bc U+0024
ṭ	ṭ	kezungṭang, ṭawngṭai	lushai	2	U+1e6d
^üh	ə h	ühüngpu, ühing	konyak	2	U+005e U+00fc U+0068
ì$	ì	akhwì, khrì	tibetanwritten, ntenyi	2	U+00ec U+0024
ñh	ɲh	ññhac, ññhaṅ:	burmesewritten	2	U+00f1 U+0068
th$	tʰ	mkhar-dguth, kemeth	angamikhonoma, tibetanwritten	2	U+0074 U+0068 U+0024
^n$	n	n, n-	jingpho, lotha	2	U+005e U+006e U+0024
^gs	gs	gsol, gsod	tibetanwritten	2	U+005e U+0067 U+0073
cw	cw	khrema cwam, chaṅcway	burmesewritten	2	U+0063 U+0077
v$	v	züzüv, tuv	lotha	2	U+0076 U+0024
'mw	'm w	m'mwang	mzieme	2	U+0027 U+006d U+0077
^üw	ə w	üwo, üwong	konyak	2	U+005e U+00fc U+0077
^'n	n	'nkui, 'nküt	mzieme	2	U+005e U+0027 U+006e
^zw	z w	zwü, zwa	mzieme, chokri	2	U+005e U+007a U+0077
^tsh	tsh	tshaṅ, tsherma	tibetanwritten	2	U+005e U+0074 U+0073 U+0068
^ṭ	ṭ	ṭawng, ṭawngṭai	lushai	2	U+005e U+1e6d
uʼ$	uʼ	krak◦uʼ, a◦yuʼ	burmesewritten, aomongsen	2	U+0075 U+02bc U+0024
üü$	əː	a◦wü-ü, kerüü	angamikohima, ntenyi	2	U+00fc U+00fc U+0024
'u	u	kangs'ule, nu'u◦pfü	mikir, ntenyi	2	U+0027 U+0075
^jh	jh	jhe:, jhe:nai	burmesewritten	2	U+005e U+006a U+0068
ās	ās	myaknhāsac, pyāsraññ	burmesewritten	2	U+0101 U+0073
ū:	ūː	nū:◦ññaṁ., sū:paṅ	burmesewritten	2	U+016b U+003a
iʼ$	iˈ	nuiʼ, cuiʼ	burmesewritten	2	U+0069 U+02bc U+0024
'g	g	phyir'gro, dud'gro	tibetanwritten	2	U+0027 U+0067
shw	ʃw	ishwar, shai-shwi	liangmai, manipuri	2	U+0073 U+0068 U+0077
^ɣʃ	ɣʃ	ɣʃerba, ɣʃeg	tibetanwritten	2	U+005e U+0263 U+0283
^jw	jw	jwen, jwan:	burmesewritten, rengma	2	U+005e U+006a U+0077
^rhw	rhw	rhwe, rhweʼ	burmesewritten	2	U+005e U+0072 U+0068 U+0077
’$	<?>	a◦ce’, myui:ce’	burmesewritten	2	U+2019 U+0024
ô	ô	mhyôlaṅ., thômô	burmesewritten	2	U+00f4
zw	zw	nzwa-eh, mü◦zwi	mzieme, chokri	2	U+007a U+0077
|g	|g	n-|gek, n-|gup	jingpho, liangmai	2	U+007c U+0067
ṭh	ṭh	kawṭhalo, siamṭha	lushai	2	U+1e6d U+0068
ṅh	ŋ̥̥	sim:◦ṅhak, cā◦ṅhak	burmesewritten	2	U+1e45 U+0068
eʼ$	eʼ	rhweʼ, tweʼ	burmesewritten	2	U+0065 U+02bc U+0024
V	V	sVp, mVr?ri	angamikhonoma, jingpho	2	U+0056
î$	iː	mî, lî	lushai	2	U+00ee U+0024
'k	k	n'kim, n'kieng	mzieme	2	U+0027 U+006b
^lhw	lhw	lhwa, lhwā	burmesewritten	2	U+005e U+006c U+0068 U+0077
ds	ds	ndudsi, bkadsa	tibetanwritten, liangmai	2	U+0064 U+0073
ʔ	ʔ	aküpraʔi, yaʔ◦ya◦ne	sangtam	2	U+0294
dd	dd	laddum, deddu	liangmai	2	U+0064 U+0064
^ṅw	 w	ṅwe	burmesewritten	2	U+005e U+1e45 U+0077
^fh	fh	fhu◦rro, fhufo	lotha	2	U+005e U+0066 U+0068
kh$	kʰ	gansakh, wan◦kükh	nruanghmei, chang	2	U+006b U+0068 U+0024
rsh	rsh	ngathorshong, arsho	kezhama, tangkhul	2	U+0072 U+0073 U+0068
^dw	dw	dwi, dwa	jingpho, mzieme	2	U+005e U+0064 U+0077
